,0,index
1756,-1,925
1757,-1,361
1758,-1,3372
1759,-1,3057
1760,-1,2286
1761,0,4454
1762,-1,4226
1763,-1,13
1764,0,4295
1765,-1,3159
1766,1,740
1767,-1,1258
1768,-1,114
1769,-1,344
1770,-1,1644
1771,0,920
1772,-1,1632
1773,-1,3345
1774,0,1818
1775,-1,2471
1776,-1,2562
1777,-1,39
1778,1,3061
1779,0,52
1780,-1,865
1781,-1,695
1782,-1,2645
1783,-1,1570
1784,0,3683
1785,-1,369
1786,-1,3425
1787,0,3534
1788,-1,446
1789,0,996
1790,-1,3709
1791,-1,4145
1792,-1,4179
1793,-1,1917
